customer_id,order_id,order_date,amount
CUST_0014,CUST_0014_ORD_004,2024-03-20,555.04
CUST_0014,CUST_0014_ORD_005,2024-03-31,46.23
CUST_0015,CUST_0015_ORD_001,2023-08-23,13.26
CUST_0015,CUST_0015_ORD_002,2023-11-03,58.33
CUST_0015,CUST_0015_ORD_003,2024-05-02,48.56
CUST_0016,CUST_0016_ORD_001,2023-10-25,86.14
CUST_0016,CUST_0016_ORD_002,2024-03-06,105.64
CUST_0016,CUST_0016_ORD_003,2024-05-25,90.0
CUST_0016,CUST_0016_ORD_004,2024-05-27,224.11
CUST_0016,CUST_0016_ORD_005,2024-06-05,32.54
CUST_0016,CUST_0016_ORD_006,2024-06-24,67.17
CUST_0017,CUST_0017_ORD_001,2023-07-20,570.77
CUST_0017,CUST_0017_ORD_002,2023-08-05,374.02
CUST_0017,CUST_0017_ORD_003,2023-08-09,295.46
CUST_0017,CUST_0017_ORD_004,2024-02-09,275.48
CUST_0017,CUST_0017_ORD_005,2024-03-06,524.73
CUST_0017,CUST_0017_ORD_006,2024-05-28,234.4
CUST_0017,CUST_0017_ORD_007,2024-06-27,133.5
CUST_0018,CUST_0018_ORD_001,2023-07-06,47.06
CUST_0018,CUST_0018_ORD_002,2024-02-15,71.87
CUST_0018,CUST_0018_ORD_003,2024-05-31,62.46
CUST_0019,CUST_0019_ORD_001,2024-05-19,52.56
CUST_0020,CUST_0020_ORD_001,2023-07-04,97.29
CUST_0020,CUST_0020_ORD_002,2023-07-12,122.8
CUST_0020,CUST_0020_ORD_003,2023-08-10,137.45
CUST_0020,CUST_0020_ORD_004,2023-12-21,112.75
CUST_0020,CUST_0020_ORD_005,2024-06-04,267.32
CUST_0020,CUST_0020_ORD_006,2024-06-15,50.4
CUST_0021,CUST_0021_ORD_001,2023-07-20,54.4
CUST_0021,CUST_0021_ORD_002,2023-08-03,218.94
CUST_0021,CUST_0021_ORD_003,2023-09-04,158.27
CUST_0021,CUST_0021_ORD_004,2023-09-07,63.59
CUST_0021,CUST_0021_ORD_005,2023-10-25,75.49
CUST_0021,CUST_0021_ORD_006,2024-05-02,188.46
CUST_0022,CUST_0022_ORD_001,2023-07-18,172.62
CUST_0022,CUST_0022_ORD_002,2023-10-29,89.34
CUST_0022,CUST_0022_ORD_003,2023-10-29,118.31
CUST_0022,CUST_0022_ORD_004,2023-11-18,170.77
CUST_0022,CUST_0022_ORD_005,2023-11-22,157.93
CUST_0022,CUST_0022_ORD_006,2023-12-24,28.03
CUST_0022,CUST_0022_ORD_007,2024-02-21,205.01
CUST_0022,CUST_0022_ORD_008,2024-04-08,108.8
CUST_0022,CUST_0022_ORD_009,2024-05-20,51.02
CUST_0023,CUST_0023_ORD_001,2024-05-06,80.94
CUST_0023,CUST_0023_ORD_002,2024-05-11,74.51
CUST_0023,CUST_0023_ORD_003,2024-05-14,135.58
CUST_0023,CUST_0023_ORD_004,2024-05-15,50.97
CUST_0024,CUST_0024_ORD_001,2023-10-23,41.39
CUST_0024,CUST_0024_ORD_002,2023-12-30,92.22
CUST_0024,CUST_0024_ORD_003,2024-06-16,68.22
CUST_0025,CUST_0025_ORD_001,2023-08-09,26.56
CUST_0025,CUST_0025_ORD_002,2023-10-14,64.86
CUST_0025,CUST_0025_ORD_003,2023-12-19,60.26
CUST_0025,CUST_0025_ORD_004,2023-12-27,44.37
CUST_0025,CUST_0025_ORD_005,2024-03-30,65.21
CUST_0025,CUST_0025_ORD_006,2024-05-22,141.1
CUST_0026,CUST_0026_ORD_001,2023-11-08,53.81
CUST_0026,CUST_0026_ORD_002,2023-12-05,261.05
CUST_0026,CUST_0026_ORD_003,2024-02-22,137.68
CUST_0027,CUST_0027_ORD_001,2023-07-13,47.94
CUST_0027,CUST_0027_ORD_002,2023-08-20,59.75
CUST_0027,CUST_0027_ORD_003,2023-09-06,82.47
CUST_0027,CUST_0027_ORD_004,2024-02-06,35.05
CUST_0028,CUST_0028_ORD_001,2023-12-19,43.46
CUST_0028,CUST_0028_ORD_002,2024-01-07,78.84
CUST_0028,CUST_0028_ORD_003,2024-02-29,41.26
CUST_0028,CUST_0028_ORD_004,2024-06-12,38.72
CUST_0029,CUST_0029_ORD_001,2023-08-28,46.04
CUST_0029,CUST_0029_ORD_002,2023-09-14,66.74
CUST_0029,CUST_0029_ORD_003,2023-10-04,124.15
CUST_0029,CUST_0029_ORD_004,2023-12-04,18.21
CUST_0029,CUST_0029_ORD_005,2024-04-18,32.71
CUST_0029,CUST_0029_ORD_006,2024-05-10,55.9
CUST_0030,CUST_0030_ORD_001,2023-08-09,66.03
CUST_0030,CUST_0030_ORD_002,2023-09-15,79.71
CUST_0030,CUST_0030_ORD_003,2023-09-17,61.82
CUST_0030,CUST_0030_ORD_004,2023-11-17,43.8
CUST_0030,CUST_0030_ORD_005,2023-12-19,47.67
CUST_0030,CUST_0030_ORD_006,2024-05-06,100.5
CUST_0031,CUST_0031_ORD_001,2023-07-21,199.56
CUST_0031,CUST_0031_ORD_002,2023-11-30,109.76
CUST_0031,CUST_0031_ORD_003,2023-12-29,121.95
CUST_0031,CUST_0031_ORD_004,2024-01-14,249.51
CUST_0031,CUST_0031_ORD_005,2024-05-06,200.47
CUST_0032,CUST_0032_ORD_001,2023-07-30,41.93
CUST_0032,CUST_0032_ORD_002,2023-08-18,48.29
CUST_0032,CUST_0032_ORD_003,2023-11-28,91.42
CUST_0032,CUST_0032_ORD_004,2023-12-24,64.91
CUST_0033,CUST_0033_ORD_001,2023-08-02,162.59
CUST_0033,CUST_0033_ORD_002,2024-01-01,128.27
CUST_0033,CUST_0033_ORD_003,2024-01-30,73.47
CUST_0034,CUST_0034_ORD_001,2023-08-08,22.49
CUST_0034,CUST_0034_ORD_002,2024-04-17,54.39
CUST_0034,CUST_0034_ORD_003,2024-04-22,136.09
CUST_0034,CUST_0034_ORD_004,2024-06-17,69.67
CUST_0035,CUST_0035_ORD_001,2023-10-13,46.99
CUST_0035,CUST_0035_ORD_002,2023-11-03,29.49
CUST_0035,CUST_0035_ORD_003,2024-05-05,49.24
CUST_0035,CUST_0035_ORD_004,2024-06-21,60.35
CUST_0036,CUST_0036_ORD_001,2024-04-16,128.58
CUST_0036,CUST_0036_ORD_002,2024-04-25,61.44
CUST_0036,CUST_0036_ORD_003,2024-05-30,151.22
CUST_0036,CUST_0036_ORD_004,2024-06-21,40.26
CUST_0037,CUST_0037_ORD_001,2023-07-07,142.37
CUST_0037,CUST_0037_ORD_002,2023-08-31,72.71
CUST_0037,CUST_0037_ORD_003,2023-11-12,51.44
CUST_0037,CUST_0037_ORD_004,2023-12-16,78.76
CUST_0037,CUST_0037_ORD_005,2024-03-24,119.12
CUST_0037,CUST_0037_ORD_006,2024-03-28,12.66
CUST_0037,CUST_0037_ORD_007,2024-05-11,43.34
CUST_0037,CUST_0037_ORD_008,2024-06-22,66.62
CUST_0038,CUST_0038_ORD_001,2023-07-25,28.53
CUST_0038,CUST_0038_ORD_002,2023-10-07,222.93
CUST_0038,CUST_0038_ORD_003,2023-11-01,46.27
CUST_0038,CUST_0038_ORD_004,2024-04-13,60.77
CUST_0038,CUST_0038_ORD_005,2024-06-19,162.6
CUST_0039,CUST_0039_ORD_001,2023-07-20,83.24
CUST_0039,CUST_0039_ORD_002,2023-08-01,99.37
CUST_0039,CUST_0039_ORD_003,2024-01-20,79.01
CUST_0039,CUST_0039_ORD_004,2024-04-24,103.47
CUST_0039,CUST_0039_ORD_005,2024-05-12,83.49
CUST_0040,CUST_0040_ORD_001,2023-10-10,50.03
CUST_0040,CUST_0040_ORD_002,2023-10-20,39.17
CUST_0040,CUST_0040_ORD_003,2023-11-26,42.37
CUST_0040,CUST_0040_ORD_004,2024-02-27,73.75
CUST_0040,CUST_0040_ORD_005,2024-04-08,81.44
CUST_0040,CUST_0040_ORD_006,2024-05-17,57.77
CUST_0040,CUST_0040_ORD_007,2024-06-02,51.95
CUST_0041,CUST_0041_ORD_001,2024-02-22,26.13
CUST_0041,CUST_0041_ORD_002,2024-03-14,95.66
CUST_0041,CUST_0041_ORD_003,2024-03-18,290.85
CUST_0041,CUST_0041_ORD_004,2024-04-06,717.72
CUST_0041,CUST_0041_ORD_005,2024-06-15,132.81
CUST_0041,CUST_0041_ORD_006,2024-06-24,380.38
CUST_0042,CUST_0042_ORD_001,2023-07-13,325.29
CUST_0042,CUST_0042_ORD_002,2024-02-24,103.14
CUST_0042,CUST_0042_ORD_003,2024-06-09,67.41
CUST_0043,CUST_0043_ORD_001,2023-07-18,156.33
CUST_0043,CUST_0043_ORD_002,2023-08-11,227.65
CUST_0043,CUST_0043_ORD_003,2023-08-15,193.14
CUST_0043,CUST_0043_ORD_004,2024-03-26,71.87
CUST_0043,CUST_0043_ORD_005,2024-05-14,63.78
CUST_0044,CUST_0044_ORD_001,2023-08-14,62.24
CUST_0044,CUST_0044_ORD_002,2023-08-17,67.08
CUST_0044,CUST_0044_ORD_003,2023-09-01,56.45
CUST_0044,CUST_0044_ORD_004,2023-09-03,66.11
CUST_0044,CUST_0044_ORD_005,2023-09-06,102.33
CUST_0044,CUST_0044_ORD_006,2023-09-30,55.36
CUST_0044,CUST_0044_ORD_007,2023-10-03,112.19
CUST_0044,CUST_0044_ORD_008,2024-02-29,43.27
CUST_0044,CUST_0044_ORD_009,2024-05-03,31.97
CUST_0044,CUST_0044_ORD_010,2024-05-04,71.39
CUST_0044,CUST_0044_ORD_011,2024-05-14,135.98
CUST_0044,CUST_0044_ORD_012,2024-06-20,79.48
CUST_0045,CUST_0045_ORD_001,2023-07-19,67.17
CUST_0045,CUST_0045_ORD_002,2023-10-26,37.73
CUST_0045,CUST_0045_ORD_003,2023-11-05,37.18
CUST_0045,CUST_0045_ORD_004,2024-03-23,36.1
CUST_0045,CUST_0045_ORD_005,2024-05-31,29.31
CUST_0046,CUST_0046_ORD_001,2023-07-30,130.0
CUST_0046,CUST_0046_ORD_002,2023-09-14,78.85
CUST_0046,CUST_0046_ORD_003,2023-10-24,44.26
CUST_0046,CUST_0046_ORD_004,2023-11-18,43.92
CUST_0046,CUST_0046_ORD_005,2024-01-07,76.69
CUST_0046,CUST_0046_ORD_006,2024-05-16,72.58
CUST_0046,CUST_0046_ORD_007,2024-05-19,201.8
CUST_0046,CUST_0046_ORD_008,2024-06-19,57.37
CUST_0047,CUST_0047_ORD_001,2024-02-07,142.74
CUST_0047,CUST_0047_ORD_002,2024-05-13,131.59
CUST_0047,CUST_0047_ORD_003,2024-06-02,240.83
CUST_0048,CUST_0048_ORD_001,2023-10-07,169.52
CUST_0048,CUST_0048_ORD_002,2023-11-09,67.54
CUST_0048,CUST_0048_ORD_003,2023-12-21,88.79
CUST_0048,CUST_0048_ORD_004,2024-04-01,198.2
CUST_0048,CUST_0048_ORD_005,2024-05-03,161.52
CUST_0048,CUST_0048_ORD_006,2024-06-01,61.05
CUST_0048,CUST_0048_ORD_007,2024-06-08,154.11
CUST_0049,CUST_0049_ORD_001,2023-08-19,141.55
CUST_0049,CUST_0049_ORD_002,2023-12-02,83.88
CUST_0049,CUST_0049_ORD_003,2024-01-22,135.88
CUST_0050,CUST_0050_ORD_001,2023-07-12,198.23
CUST_0050,CUST_0050_ORD_002,2023-08-24,20.54
CUST_0050,CUST_0050_ORD_003,2024-01-03,39.08
CUST_0050,CUST_0050_ORD_004,2024-04-01,240.44
CUST_0050,CUST_0050_ORD_005,2024-04-05,140.08
CUST_0050,CUST_0050_ORD_006,2024-04-25,43.61
CUST_0051,CUST_0051_ORD_001,2023-08-27,211.83
CUST_0051,CUST_0051_ORD_002,2023-10-06,126.66
CUST_0051,CUST_0051_ORD_003,2023-11-01,176.89
CUST_0051,CUST_0051_ORD_004,2024-01-09,141.76
CUST_0052,CUST_0052_ORD_001,2023-07-06,338.21
CUST_0052,CUST_0052_ORD_002,2024-05-07,243.86
CUST_0053,CUST_0053_ORD_001,2024-03-10,111.87
CUST_0054,CUST_0054_ORD_001,2023-07-27,53.75
CUST_0054,CUST_0054_ORD_002,2023-08-18,95.79
CUST_0054,CUST_0054_ORD_003,2023-10-23,115.97
CUST_0054,CUST_0054_ORD_004,2023-10-28,83.2
CUST_0054,CUST_0054_ORD_005,2023-11-03,161.55
CUST_0054,CUST_0054_ORD_006,2023-12-05,61.66
CUST_0054,CUST_0054_ORD_007,2024-02-08,171.13
CUST_0054,CUST_0054_ORD_008,2024-04-13,53.91
CUST_0054,CUST_0054_ORD_009,2024-06-19,37.23
CUST_0055,CUST_0055_ORD_001,2023-10-31,103.84
CUST_0055,CUST_0055_ORD_002,2023-11-17,48.98
CUST_0055,CUST_0055_ORD_003,2023-11-23,34.66
CUST_0056,CUST_0056_ORD_001,2023-08-08,56.73
CUST_0056,CUST_0056_ORD_002,2023-11-07,66.22
CUST_0056,CUST_0056_ORD_003,2024-04-03,95.55
CUST_0056,CUST_0056_ORD_004,2024-04-20,140.95
CUST_0056,CUST_0056_ORD_005,2024-06-28,265.76
CUST_0057,CUST_0057_ORD_001,2023-10-16,67.75
CUST_0057,CUST_0057_ORD_002,2023-12-22,53.68
CUST_0057,CUST_0057_ORD_003,2024-04-25,59.93
CUST_0058,CUST_0058_ORD_001,2023-09-04,290.71
CUST_0058,CUST_0058_ORD_002,2023-09-20,33.58
CUST_0058,CUST_0058_ORD_003,2023-10-31,165.12
CUST_0058,CUST_0058_ORD_004,2024-01-28,216.35
CUST_0058,CUST_0058_ORD_005,2024-03-22,113.58
CUST_0058,CUST_0058_ORD_006,2024-04-05,86.55
CUST_0058,CUST_0058_ORD_007,2024-05-27,140.36
CUST_0059,CUST_0059_ORD_001,2023-08-09,60.48
CUST_0059,CUST_0059_ORD_002,2024-03-04,26.17
CUST_0059,CUST_0059_ORD_003,2024-04-21,61.46
CUST_0059,CUST_0059_ORD_004,2024-05-30,51.73
CUST_0060,CUST_0060_ORD_001,2023-07-17,123.99
CUST_0060,CUST_0060_ORD_002,2023-10-23,97.51
CUST_0060,CUST_0060_ORD_003,2023-12-08,27.06
CUST_0060,CUST_0060_ORD_004,2023-12-18,49.67
CUST_0060,CUST_0060_ORD_005,2024-04-18,51.47
CUST_0060,CUST_0060_ORD_006,2024-04-28,48.48
CUST_0061,CUST_0061_ORD_001,2023-07-25,106.04
CUST_0061,CUST_0061_ORD_002,2024-02-20,288.63
CUST_0061,CUST_0061_ORD_003,2024-05-30,63.37
CUST_0062,CUST_0062_ORD_001,2023-08-15,25.44
CUST_0062,CUST_0062_ORD_002,2023-08-19,46.2
CUST_0062,CUST_0062_ORD_003,2023-09-10,58.19
CUST_0062,CUST_0062_ORD_004,2023-09-16,55.24
CUST_0062,CUST_0062_ORD_005,2024-03-11,33.35
CUST_0063,CUST_0063_ORD_001,2024-05-12,283.63
CUST_0063,CUST_0063_ORD_002,2024-06-21,45.85
CUST_0064,CUST_0064_ORD_001,2023-09-20,21.48
CUST_0064,CUST_0064_ORD_002,2024-01-15,31.21
CUST_0064,CUST_0064_ORD_003,2024-05-06,47.08
CUST_0064,CUST_0064_ORD_004,2024-06-08,58.79
CUST_0065,CUST_0065_ORD_001,2023-08-12,85.43
CUST_0065,CUST_0065_ORD_002,2024-01-18,103.37
CUST_0065,CUST_0065_ORD_003,2024-01-31,118.71
CUST_0065,CUST_0065_ORD_004,2024-02-17,114.09
CUST_0065,CUST_0065_ORD_005,2024-04-20,75.12
CUST_0066,CUST_0066_ORD_001,2023-10-05,84.1
CUST_0066,CUST_0066_ORD_002,2024-01-04,77.8
CUST_0066,CUST_0066_ORD_003,2024-01-09,14.78
CUST_0066,CUST_0066_ORD_004,2024-02-08,51.02
CUST_0066,CUST_0066_ORD_005,2024-02-14,133.07
CUST_0066,CUST_0066_ORD_006,2024-03-04,101.77
CUST_0066,CUST_0066_ORD_007,2024-05-07,36.76
CUST_0067,CUST_0067_ORD_001,2023-10-13,64.71
CUST_0067,CUST_0067_ORD_002,2024-06-04,29.7
CUST_0068,CUST_0068_ORD_001,2023-09-26,74.87
CUST_0068,CUST_0068_ORD_002,2023-11-02,50.9
CUST_0068,CUST_0068_ORD_003,2024-03-26,86.48
CUST_0068,CUST_0068_ORD_004,2024-06-23,46.07
CUST_0069,CUST_0069_ORD_001,2023-07-22,93.05
CUST_0069,CUST_0069_ORD_002,2023-07-28,42.14
CUST_0069,CUST_0069_ORD_003,2023-11-20,84.34
CUST_0069,CUST_0069_ORD_004,2024-01-22,79.45
CUST_0069,CUST_0069_ORD_005,2024-01-25,44.5
CUST_0069,CUST_0069_ORD_006,2024-02-16,49.26
CUST_0069,CUST_0069_ORD_007,2024-02-28,42.57
CUST_0069,CUST_0069_ORD_008,2024-04-04,56.84
CUST_0069,CUST_0069_ORD_009,2024-04-10,46.08
CUST_0070,CUST_0070_ORD_001,2023-07-04,148.14
CUST_0070,CUST_0070_ORD_002,2023-09-27,43.46
CUST_0070,CUST_0070_ORD_003,2023-10-09,154.75
CUST_0070,CUST_0070_ORD_004,2024-01-14,291.42
CUST_0070,CUST_0070_ORD_005,2024-02-05,40.19
CUST_0070,CUST_0070_ORD_006,2024-04-01,76.33
CUST_0070,CUST_0070_ORD_007,2024-05-03,85.13
CUST_0070,CUST_0070_ORD_008,2024-05-25,28.39
CUST_0070,CUST_0070_ORD_009,2024-06-27,321.6
CUST_0071,CUST_0071_ORD_001,2023-11-23,49.37
CUST_0071,CUST_0071_ORD_002,2023-12-02,73.35
CUST_0071,CUST_0071_ORD_003,2023-12-09,192.47
CUST_0071,CUST_0071_ORD_004,2023-12-09,148.97
CUST_0071,CUST_0071_ORD_005,2024-06-07,124.94
CUST_0072,CUST_0072_ORD_001,2023-07-02,225.58
CUST_0072,CUST_0072_ORD_002,2023-07-26,59.48
CUST_0072,CUST_0072_ORD_003,2023-10-06,161.15
CUST_0073,CUST_0073_ORD_001,2023-09-01,20.66
CUST_0073,CUST_0073_ORD_002,2024-06-22,96.2
CUST_0074,CUST_0074_ORD_001,2023-10-08,83.46
CUST_0074,CUST_0074_ORD_002,2023-10-09,127.72
CUST_0074,CUST_0074_ORD_003,2024-01-01,48.22
CUST_0074,CUST_0074_ORD_004,2024-01-23,64.61
CUST_0075,CUST_0075_ORD_001,2023-08-05,36.15
CUST_0075,CUST_0075_ORD_002,2024-01-05,87.95
CUST_0075,CUST_0075_ORD_003,2024-05-11,64.21
CUST_0075,CUST_0075_ORD_004,2024-06-08,91.21
CUST_0075,CUST_0075_ORD_005,2024-06-18,30.42
CUST_0076,CUST_0076_ORD_001,2023-08-25,56.86
CUST_0076,CUST_0076_ORD_002,2023-12-09,67.82
CUST_0076,CUST_0076_ORD_003,2024-03-31,47.45
CUST_0076,CUST_0076_ORD_004,2024-04-09,61.0
CUST_0076,CUST_0076_ORD_005,2024-05-06,136.05
CUST_0077,CUST_0077_ORD_001,2023-09-28,45.63
CUST_0077,CUST_0077_ORD_002,2023-12-24,58.12
CUST_0077,CUST_0077_ORD_003,2024-03-02,42.22
CUST_0077,CUST_0077_ORD_004,2024-03-28,47.69
CUST_0077,CUST_0077_ORD_005,2024-05-01,21.98
CUST_0078,CUST_0078_ORD_001,2023-08-01,84.26
CUST_0078,CUST_0078_ORD_002,2023-09-13,54.68
CUST_0078,CUST_0078_ORD_003,2023-09-15,43.74
CUST_0078,CUST_0078_ORD_004,2023-11-12,36.7
CUST_0078,CUST_0078_ORD_005,2023-12-03,46.41
CUST_0078,CUST_0078_ORD_006,2023-12-19,68.0
CUST_0078,CUST_0078_ORD_007,2024-02-07,57.71
CUST_0079,CUST_0079_ORD_001,2023-08-11,35.7
CUST_0079,CUST_0079_ORD_002,2023-10-12,60.48
CUST_0079,CUST_0079_ORD_003,2023-12-09,52.86
CUST_0079,CUST_0079_ORD_004,2023-12-21,44.23
CUST_0080,CUST_0080_ORD_001,2023-10-01,176.74
CUST_0080,CUST_0080_ORD_002,2024-01-18,88.68
CUST_0080,CUST_0080_ORD_003,2024-02-25,180.72
CUST_0080,CUST_0080_ORD_004,2024-04-04,160.47
CUST_0080,CUST_0080_ORD_005,2024-05-10,36.86
CUST_0081,CUST_0081_ORD_001,2023-07-24,50.1
CUST_0081,CUST_0081_ORD_002,2023-08-18,128.58
CUST_0081,CUST_0081_ORD_003,2023-09-25,35.83
CUST_0081,CUST_0081_ORD_004,2023-11-05,43.85
CUST_0081,CUST_0081_ORD_005,2024-03-12,88.34
CUST_0081,CUST_0081_ORD_006,2024-06-18,43.68
CUST_0082,CUST_0082_ORD_001,2023-07-15,137.05
CUST_0082,CUST_0082_ORD_002,2023-09-02,63.29
CUST_0082,CUST_0082_ORD_003,2023-10-09,28.92
CUST_0082,CUST_0082_ORD_004,2024-03-11,109.77
CUST_0082,CUST_0082_ORD_005,2024-03-20,173.21
CUST_0083,CUST_0083_ORD_001,2023-09-14,159.66
CUST_0083,CUST_0083_ORD_002,2024-06-18,61.46
CUST_0084,CUST_0084_ORD_001,2023-08-15,58.93
CUST_0084,CUST_0084_ORD_002,2023-09-02,145.88
CUST_0084,CUST_0084_ORD_003,2023-12-05,57.55
CUST_0085,CUST_0085_ORD_001,2023-07-20,282.64
CUST_0085,CUST_0085_ORD_002,2023-11-05,93.89
CUST_0085,CUST_0085_ORD_003,2023-11-24,82.31
CUST_0085,CUST_0085_ORD_004,2024-01-05,18.99
CUST_0085,CUST_0085_ORD_005,2024-02-11,69.3
CUST_0086,CUST_0086_ORD_001,2024-02-28,123.48
CUST_0087,CUST_0087_ORD_001,2023-08-16,49.83
CUST_0087,CUST_0087_ORD_002,2023-12-28,60.71
CUST_0087,CUST_0087_ORD_003,2024-02-25,105.71
CUST_0087,CUST_0087_ORD_004,2024-05-20,146.95
CUST_0088,CUST_0088_ORD_001,2023-11-11,89.45
CUST_0089,CUST_0089_ORD_001,2023-07-23,142.2
CUST_0089,CUST_0089_ORD_002,2024-02-22,98.67
CUST_0089,CUST_0089_ORD_003,2024-06-01,103.22
CUST_0089,CUST_0089_ORD_004,2024-06-05,47.1
CUST_0090,CUST_0090_ORD_001,2024-01-28,60.99
CUST_0090,CUST_0090_ORD_002,2024-03-15,77.56
CUST_0091,CUST_0091_ORD_001,2023-08-01,55.53
CUST_0091,CUST_0091_ORD_002,2023-08-22,34.7
CUST_0091,CUST_0091_ORD_003,2023-09-04,64.73
CUST_0091,CUST_0091_ORD_004,2023-09-13,167.31
CUST_0091,CUST_0091_ORD_005,2023-12-01,183.72
CUST_0091,CUST_0091_ORD_006,2024-01-25,142.56
CUST_0091,CUST_0091_ORD_007,2024-02-16,241.8
CUST_0091,CUST_0091_ORD_008,2024-03-06,68.23
CUST_0092,CUST_0092_ORD_001,2024-02-10,19.23
CUST_0092,CUST_0092_ORD_002,2024-05-03,65.95
CUST_0092,CUST_0092_ORD_003,2024-06-22,119.26
CUST_0093,CUST_0093_ORD_001,2023-08-31,85.2
CUST_0093,CUST_0093_ORD_002,2023-09-26,37.29
CUST_0093,CUST_0093_ORD_003,2023-12-11,44.84
CUST_0093,CUST_0093_ORD_004,2023-12-16,58.47
CUST_0093,CUST_0093_ORD_005,2024-01-22,54.94
CUST_0093,CUST_0093_ORD_006,2024-03-12,78.54
CUST_0094,CUST_0094_ORD_001,2023-12-15,83.61
CUST_0094,CUST_0094_ORD_002,2024-01-09,40.08
CUST_0095,CUST_0095_ORD_001,2023-07-08,160.48
CUST_0095,CUST_0095_ORD_002,2023-08-20,75.12
CUST_0095,CUST_0095_ORD_003,2023-11-29,71.68
CUST_0095,CUST_0095_ORD_004,2024-01-06,90.04
CUST_0095,CUST_0095_ORD_005,2024-01-14,55.99
CUST_0095,CUST_0095_ORD_006,2024-02-15,73.23
CUST_0096,CUST_0096_ORD_001,2023-10-11,63.05
CUST_0096,CUST_0096_ORD_002,2023-10-22,116.08
CUST_0096,CUST_0096_ORD_003,2023-10-23,86.12
CUST_0096,CUST_0096_ORD_004,2024-01-08,94.71
CUST_0096,CUST_0096_ORD_005,2024-03-13,56.12
CUST_0096,CUST_0096_ORD_006,2024-05-12,89.03
CUST_0097,CUST_0097_ORD_001,2024-02-03,25.86
CUST_0097,CUST_0097_ORD_002,2024-02-03,59.11
CUST_0097,CUST_0097_ORD_003,2024-02-24,19.84
